,location,total_sqft,bath,price,bhk
621,Iblur Village,3596.0,5.0,260.0,4
622,Iblur Village,3596.0,5.0,251.0,4
623,JP Nagar,940.0,2.0,49.0,2
624,JP Nagar,2500.0,3.0,135.0,3
625,JP Nagar,1200.0,2.0,62.0,2
626,JP Nagar,3300.0,4.0,160.0,3
627,JP Nagar,1850.0,2.0,110.0,3
628,JP Nagar,1500.0,2.0,82.0,3
629,JP Nagar,3070.0,2.0,152.0,3
630,JP Nagar,1600.0,3.0,83.0,3
631,JP Nagar,1590.0,2.0,85.0,3
632,JP Nagar,1250.0,2.0,60.0,2
633,JP Nagar,1107.0,2.0,57.0,2
634,JP Nagar,1500.0,2.0,82.0,3
635,Jakkur,1100.0,2.0,53.35,2
636,Jakkur,4305.905,2.0,260.5,4
637,Jakkur,4305.905,4.0,260.5,4
638,Jakkur,1858.0,3.0,98.3,3
639,Jakkur,1374.0,3.0,68.0,3
640,Jakkur,1482.0,3.0,86.0,3
641,Jakkur,1645.0,3.0,100.0,3
642,Jakkur,1622.0,2.0,80.0,3
643,Jakkur,1880.0,4.0,110.0,3
644,Jakkur,1485.0,3.0,72.0,3
645,Jakkur,1150.0,3.0,65.0,3
646,Jalahalli,1400.0,3.0,77.0,3
647,Jalahalli,1870.0,3.0,110.0,3
648,Jalahalli,1615.0,3.0,89.75,3
649,Jalahalli,1395.0,3.0,82.0,3
650,Jalahalli,1770.0,3.0,100.0,3
651,Jalahalli,2404.0,3.0,138.0,3
652,Jalahalli,1704.0,3.0,94.36,3
653,Jalahalli,1200.0,2.0,66.0,1
654,Jalahalli,1530.0,2.0,89.0,3
655,Jalahalli,1405.0,2.0,85.0,3
656,Jalahalli East,1010.0,2.0,52.0,2
657,Jalahalli East,1010.0,2.0,52.0,2
658,Jigani,918.0,2.0,48.0,2
659,Jigani,914.0,2.0,47.0,2
660,Jigani,920.0,2.0,46.0,2
661,Jigani,2400.0,4.0,130.0,3
662,Jigani,918.0,2.0,45.0,2
664,Jigani,1200.0,3.0,65.0,3
665,Jigani,1221.0,3.0,65.0,3
666,Jigani,1221.0,3.0,65.0,3
667,Jigani,943.0,2.0,48.0,2
668,Jigani,1245.0,3.0,66.0,3
669,Jigani,1221.0,3.0,65.0,3
670,Jigani,943.0,2.0,49.5,2
671,Judicial Layout,1300.0,3.0,64.0,3
672,KR Puram,1142.0,2.0,51.0,2
673,KR Puram,1021.0,2.0,48.0,2
674,KR Puram,1550.0,2.0,71.0,2
675,KR Puram,2000.0,6.0,85.0,6
676,KR Puram,1000.0,2.0,44.5,2
677,KR Puram,1040.0,2.0,50.0,2
678,KR Puram,4600.0,9.0,200.0,9
679,KR Puram,1050.0,2.0,55.0,2
680,KR Puram,1204.0,2.0,58.0,2
681,KR Puram,1827.0,3.0,97.0,3
682,KR Puram,1245.0,2.0,60.0,2
683,Kadubeesanahalli,1424.0,2.0,75.0,3
684,Kadubeesanahalli,1184.0,2.0,55.0,2
685,Kadubeesanahalli,1185.0,2.0,55.0,2
686,Kadugodi,1762.0,3.0,91.45,3
687,Kadugodi,1314.0,2.0,68.2,2
688,Kadugodi,1645.0,2.0,82.0,3
689,Kadugodi,1010.0,2.0,50.0,2
690,Kadugodi,1196.0,2.0,60.0,2
691,Kaggadasapura,1110.0,2.0,53.0,2
692,Kaggadasapura,1470.0,2.0,75.0,3
693,Kaggadasapura,1340.0,3.0,66.0,3
694,Kaggadasapura,1500.0,3.0,75.0,3
695,Kaggadasapura,1540.0,3.0,75.0,3
696,Kaggadasapura,1240.0,2.0,58.58,2
697,Kaggadasapura,960.0,2.0,45.0,2
698,Kaggadasapura,1500.0,2.0,75.0,3
699,Kaggadasapura,1400.0,2.0,68.0,3
700,Kaggalipura,700.0,1.0,36.0,1
701,Kaggalipura,950.0,2.0,48.0,2
702,Kaggalipura,950.0,2.0,50.0,2
703,Kaggalipura,950.0,2.0,47.0,2
704,Kaggalipura,700.0,1.0,35.0,1
705,Kaggalipura,1150.0,2.0,57.5,3
706,Kaikondrahalli,1645.0,3.0,100.0,3
707,Kaikondrahalli,1300.0,2.0,61.0,2
708,Kalena Agrahara,1425.0,2.0,70.0,3
709,Kalena Agrahara,1565.0,3.0,78.0,3
710,Kalena Agrahara,800.0,2.0,40.0,2
711,Kalena Agrahara,1837.0,2.0,95.0,3
712,Kalena Agrahara,1510.0,3.0,78.0,3
713,Kalena Agrahara,1354.0,2.0,70.0,2
714,Kalena Agrahara,1354.0,2.0,71.0,2
715,Kalyan nagar,1375.0,3.0,75.0,3
716,Kalyan nagar,1640.0,3.0,88.0,3
717,Kalyan nagar,1250.0,2.0,65.0,2
718,Kalyan nagar,1190.0,2.0,60.0,2
719,Kambipura,883.0,2.0,45.0,2
720,Kambipura,883.0,2.0,45.0,2
721,Kambipura,883.0,2.0,45.0,2
722,Kambipura,1082.0,2.0,55.0,3
723,Kambipura,883.0,2.0,44.0,2
724,Kambipura,883.0,2.0,45.0,2
725,Kambipura,1082.0,2.0,55.0,3
726,Kanakapura,1419.0,3.0,75.0,3
727,Kanakapura,711.0,1.0,36.0,1
728,Kanakapura,711.0,1.0,38.0,1
729,Kanakapura,551.0,1.0,30.0,1
730,Kanakapura,1476.0,3.0,75.0,3
731,Kanakapura,1151.0,2.0,59.0,2
732,Kanakapura,1450.0,3.0,75.0,3
733,Kanakapura,938.0,1.0,50.0,1
734,Kanakpura Road,700.0,2.0,36.0,2
735,Kanakpura Road,1665.0,3.0,88.0,3
737,Kanakpura Road,525.0,1.0,26.0,1
738,Kanakpura Road,525.0,1.0,27.25,1
739,Kanakpura Road,1100.0,2.0,58.0,3
741,Kanakpura Road,1100.0,3.0,58.0,3
742,Kanakpura Road,525.0,1.0,26.0,1
743,Kanakpura Road,1843.0,3.0,95.84,3
744,Kanakpura Road,1665.0,3.0,86.58,3
745,Kanakpura Road,1300.0,2.0,69.0,3
746,Kanakpura Road,900.0,2.0,46.0,2
749,Kanakpura Road,900.0,2.0,46.0,2
750,Kanakpura Road,900.0,2.0,46.0,2
752,Kanakpura Road,1135.0,2.0,58.0,2
753,Kanakpura Road,1420.0,2.0,75.0,3
754,Kanakpura Road,983.0,2.0,50.6,2
756,Kanakpura Road,1843.0,3.0,95.84,3
758,Kanakpura Road,525.0,1.0,25.0,1
761,Kanakpura Road,1300.0,3.0,69.0,3
762,Kanakpura Road,1700.0,3.0,88.0,3
763,Kanakpura Road,1900.0,3.0,99.0,3
767,Kanakpura Road,670.0,1.0,35.0,1
772,Kanakpura Road,525.0,2.0,27.0,1
773,Kanakpura Road,1665.0,3.0,86.91,3
774,Kanakpura Road,1665.0,3.0,86.58,3
775,Kanakpura Road,712.0,1.0,38.44,1
778,Kanakpura Road,525.0,1.0,27.0,1
779,Kanakpura Road,525.0,1.0,27.5,1
780,Kanakpura Road,525.0,1.0,26.25,1
781,Kanakpura Road,525.0,1.0,26.0,1
785,Kanakpura Road,1843.0,3.0,96.2,3
787,Kanakpura Road,1240.0,2.0,65.0,2
791,Kanakpura Road,1100.0,3.0,58.0,3
793,Kanakpura Road,525.0,1.0,26.01,1
794,Kanakpura Road,1300.0,3.0,69.0,3
795,Kanakpura Road,648.5,1.0,33.66,1
796,Kanakpura Road,1300.0,3.0,69.0,3
798,Kanakpura Road,1300.0,3.0,69.0,3
800,Kanakpura Road,700.0,2.0,36.0,2
803,Kanakpura Road,525.0,2.0,27.0,1
804,Kanakpura Road,1100.0,3.0,58.0,3
805,Kanakpura Road,1300.0,2.0,69.0,3
806,Kanakpura Road,2000.0,3.0,105.0,3
807,Kanakpura Road,1200.0,2.0,62.0,2
808,Kanakpura Road,1843.0,3.0,95.0,3
810,Kanakpura Road,900.0,2.0,46.29,2
811,Kanakpura Road,1843.0,3.0,96.2,3
812,Kanakpura Road,525.0,1.0,26.0,1
815,Kanakpura Road,700.0,2.0,36.0,2
817,Kannamangala,1536.0,3.0,89.0,3
818,Kannamangala,1574.0,3.0,93.34,3
819,Kasavanhalli,1717.0,3.0,99.0,3
820,Kasavanhalli,1799.0,3.0,90.0,3
821,Kasavanhalli,1646.0,3.0,79.5,3
822,Kasavanhalli,1555.0,3.0,82.5,3
823,Kasavanhalli,1493.0,3.0,82.0,3
824,Kasavanhalli,1450.0,3.0,77.41,3
825,Kasavanhalli,2100.0,3.0,110.0,3
826,Kasavanhalli,2111.0,4.0,120.0,3
827,Kasavanhalli,1667.0,3.0,92.0,3
828,Kasavanhalli,1494.0,3.0,82.0,3
829,Kasavanhalli,1555.0,3.0,82.0,3
830,Kasavanhalli,1147.0,2.0,60.0,2
831,Kasavanhalli,1375.0,2.0,72.0,2
832,Kasavanhalli,1200.0,2.0,60.0,2
833,Kasavanhalli,1225.0,2.0,69.0,3
834,Kasavanhalli,2110.0,4.0,120.0,3
835,Kasavanhalli,1069.0,2.0,55.0,2
836,Kasavanhalli,1600.0,3.0,79.0,3
837,Kasavanhalli,1181.0,2.0,61.0,2
838,Kasturi Nagar,1565.0,3.0,88.5,3
839,Kasturi Nagar,1500.0,2.0,80.0,3
840,Kasturi Nagar,1100.0,2.0,58.0,2
841,Kasturi Nagar,2507.0,4.0,155.0,4
842,Kathriguppe,1350.0,3.0,78.3,3
843,Kaval Byrasandra,1020.0,2.0,52.0,2
844,Kaval Byrasandra,480.0,1.0,25.0,1
845,Kaval Byrasandra,1180.0,2.0,60.0,2
846,Kaval Byrasandra,1450.0,3.0,75.0,3
847,Kaval Byrasandra,1066.0,2.0,55.0,2
848,Kaval Byrasandra,1400.0,3.0,75.0,3
849,Kenchenahalli,1150.0,2.0,58.0,2
850,Kenchenahalli,1280.0,2.0,69.0,3
851,Kenchenahalli,1410.0,2.0,73.0,3
852,Kenchenahalli,870.0,1.0,45.0,2
853,Kenchenahalli,1150.0,2.0,60.0,2
854,Kenchenahalli,700.0,1.0,35.0,1
855,Kenchenahalli,1150.0,2.0,57.0,2
856,Kengeri,750.0,2.0,38.0,2
857,Kengeri,1200.0,2.0,58.0,2
858,Kengeri,750.0,2.0,36.0,2
859,Kengeri,726.0,2.0,35.0,2
860,Kengeri,416.0,1.0,19.5,1
861,Kengeri,900.0,2.0,45.0,2
862,Kengeri,502.0,1.0,25.0,1
863,Kengeri,750.0,2.0,35.5,2
864,Kengeri,1200.0,2.0,58.0,2
865,Kengeri,750.0,2.0,36.5,2
866,Kengeri,1052.0,2.0,51.0,2
867,Kengeri,1035.0,2.0,51.5,2
868,Kengeri Satellite Town,1030.0,2.0,50.0,2
869,Kengeri Satellite Town,800.0,2.0,40.0,2
870,Kodichikkanahalli,1495.0,2.0,75.0,3
871,Kodichikkanahalli,1125.0,2.0,52.0,2
872,Kodichikkanahalli,1181.0,2.0,57.0,2
873,Kodichikkanahalli,900.0,2.0,42.0,2
874,Kodigehaali,1166.0,2.0,55.0,2
875,Kodigehaali,1320.0,3.0,65.0,3
876,Kodigehaali,1117.0,2.0,56.0,2
877,Kodigehaali,1200.0,2.0,60.0,2
878,Kodigehaali,1013.0,2.0,51.0,2
879,Kodigehaali,1324.0,3.0,65.0,3
880,Kogilu,1170.0,2.0,51.99,2
881,Kogilu,1140.0,2.0,50.66,2
882,Kogilu,1200.0,2.0,53.33,2
883,Kogilu,1140.0,2.0,50.66,2
884,Kogilu,700.0,1.0,30.84,1
885,Kogilu,1250.0,2.0,55.55,2
886,Kogilu,1200.0,2.0,53.33,2
887,Kogilu,700.0,1.0,30.84,1
888,Kogilu,1250.0,2.0,55.55,2
889,Kogilu,1140.0,2.0,50.66,2
890,Kogilu,1140.0,2.0,50.66,2
891,Kothanur,1186.0,2.0,58.0,2
893,Kothanur,1187.0,2.0,58.0,2
895,Kothanur,1185.0,2.0,59.0,2
898,Kothanur,1145.0,2.0,56.0,2
899,Kothanur,1455.0,2.0,69.0,2
900,Kothanur,627.0,1.0,30.0,1
901,Kothanur,1302.0,2.0,68.5,2
902,Kothanur,1185.0,2.0,58.0,2
903,Kothanur,1500.0,1.0,75.0,1
904,Kothanur,1075.0,2.0,53.0,2
905,Kothanur,1790.0,3.0,97.0,3
906,Kothanur,1141.0,2.0,54.0,2
908,Kothanur,1160.0,2.0,57.0,2
909,Kothanur,1095.0,2.0,55.0,2
910,Kothanur,1142.0,2.0,56.0,2
911,Kothanur,1074.0,2.0,54.0,2
912,Kothanur,1285.0,2.0,60.0,2
913,Kothanur,1075.0,2.0,53.0,2
914,Kothanur,1140.0,2.0,56.0,2
915,Kothanur,1400.0,2.0,70.0,2
917,Kothanur,1140.0,2.0,56.0,2
918,Kothanur,1185.0,2.0,59.0,2
919,Kothanur,1130.0,2.0,55.0,2
920,Kothanur,1094.0,2.0,54.0,2
921,Kothanur,1195.0,2.0,59.0,2
923,Kudlu,1152.0,2.0,53.5,2
924,Kudlu,1143.0,2.0,55.0,2
925,Kudlu,1600.0,3.0,79.0,3
926,Kudlu,1076.0,2.0,50.0,2
927,Kudlu,1084.0,2.0,53.0,2
928,Kudlu,1245.0,2.0,60.0,3
929,Kudlu,720.0,1.0,33.0,1
930,Kudlu Gate,1535.0,3.0,83.0,3
931,Kudlu Gate,1535.0,3.0,85.0,3
932,Kudlu Gate,1535.0,3.0,78.0,3
933,Kudlu Gate,1535.0,3.0,86.0,3
934,Kudlu Gate,1535.0,3.0,86.0,3
935,Kudlu Gate,1532.0,3.0,83.0,3
936,Kudlu Gate,1656.0,3.0,80.0,3
937,Kudlu Gate,1535.0,3.0,85.0,3
938,Kumaraswami Layout,1000.0,2.0,48.5,2
939,Kumaraswami Layout,2400.0,2.0,125.0,3
940,Kumaraswami Layout,1310.0,2.0,70.0,3
941,Kumaraswami Layout,3200.0,7.0,150.0,7
942,Kumaraswami Layout,3100.0,7.0,145.0,7
943,Kundalahalli,1030.0,2.0,49.0,2
944,Kundalahalli,1010.0,2.0,49.27,2
945,Kundalahalli,2075.0,3.0,115.0,3
946,Kundalahalli,1120.0,2.0,53.76,2
947,Kundalahalli,1496.0,2.0,78.0,3
948,Kundalahalli,1010.0,2.0,48.27,2
949,Kundalahalli,1260.0,2.0,58.0,2
950,LB Shastri Nagar,1043.0,2.0,55.0,2
951,LB Shastri Nagar,1184.0,2.0,62.0,2
952,LB Shastri Nagar,1000.0,2.0,49.5,2
953,Lingadheeranahalli,2245.0,4.0,154.0,4
954,Lingadheeranahalli,2236.0,4.0,153.0,4
955,Magadi Road,884.0,2.0,41.1,2
956,Magadi Road,1116.0,2.0,51.89,2
957,Magadi Road,1052.0,2.0,60.0,3
958,Magadi Road,1318.0,2.0,68.0,3
959,Mahadevpura,1150.0,2.0,52.0,2
960,Mahadevpura,1260.0,2.0,57.6,2
961,Mahadevpura,730.0,1.0,35.0,1
962,Mahadevpura,1146.0,2.0,53.8,2
963,Mahadevpura,1137.0,2.0,53.4,2
964,Mahadevpura,1450.0,3.0,75.0,3
965,Mahadevpura,1152.0,2.0,54.0,2
966,Mahadevpura,1212.0,2.0,56.9,2
967,Mahadevpura,1505.0,3.0,78.0,3
968,Mahadevpura,1236.0,2.0,58.0,2
969,Mahadevpura,1236.0,2.0,58.0,2
970,Mahadevpura,1120.0,2.0,53.0,2
971,Mallasandra,1665.0,3.0,86.58,3
972,Mallasandra,1325.0,2.0,70.0,2
973,Mallasandra,1665.0,3.0,86.91,3
974,Mallasandra,1325.0,2.0,70.0,2
975,Mallasandra,1325.0,2.0,65.0,2
976,Malleshpalya,1052.0,2.0,50.0,2
977,Malleshpalya,1065.0,2.0,50.0,2
978,Malleshpalya,1210.0,2.0,55.0,2
979,Malleshpalya,1430.0,2.0,69.5,3
981,Marathahalli,1220.0,2.0,57.0,2
982,Marathahalli,1200.0,2.0,60.0,2
983,Marathahalli,950.0,2.0,46.96,2
984,Marathahalli,1019.0,2.0,49.85,2
985,Marathahalli,1019.0,2.0,49.86,2
986,Marathahalli,1220.0,2.0,56.5,2
987,Marathahalli,1575.0,3.0,78.0,3
988,Marathahalli,1152.0,2.0,56.0,2
989,Marathahalli,1610.0,3.0,90.0,3
991,Marathahalli,1840.0,3.0,98.0,3
992,Marathahalli,957.0,2.0,46.9,2
993,Marathahalli,1350.0,3.0,72.0,3
994,Marathahalli,1071.0,2.0,52.25,2
995,Marathahalli,1215.0,2.0,58.86,2
996,Marathahalli,1102.0,2.0,53.67,2
997,Marathahalli,1305.0,2.0,69.0,3
998,Marathahalli,1215.0,2.0,58.86,2
999,Marathahalli,1785.0,3.0,94.0,3
1000,Marathahalli,1525.0,3.0,90.0,3
1001,Marathahalli,1550.0,3.0,83.0,3
1002,Marathahalli,957.0,2.0,47.0,2
1003,Marathahalli,1230.0,2.0,57.0,2
1004,Marathahalli,1200.0,2.0,58.0,2
1005,Marathahalli,1650.0,3.0,86.45,3
1006,Marathahalli,1075.0,2.0,52.43,2
1007,Marathahalli,1220.0,2.0,58.5,2
1008,Marathahalli,950.0,2.0,45.68,2
1009,Marathahalli,1595.0,3.0,90.0,3
1010,Marathahalli,1710.0,3.0,100.0,3
1011,Marathahalli,1102.0,2.0,53.67,2
1012,Marathahalli,1026.0,2.0,49.95,2
1013,Marathahalli,1435.0,3.0,73.0,3
1014,Marathahalli,1220.0,2.0,59.0,2
1015,Marathahalli,1130.0,2.0,58.0,3
1016,Marathahalli,1710.0,3.0,100.0,3
1017,Marathahalli,700.0,1.0,38.0,1
1018,Marathahalli,1385.0,2.0,68.5,3
1019,Marathahalli,1065.0,2.0,55.0,2
1020,Marathahalli,1196.0,2.0,57.9,2
1021,Marathahalli,1595.0,3.0,88.0,3
1022,Marathahalli,2122.0,3.0,125.0,3
1024,Marathahalli,1125.0,2.0,55.0,2
1025,Marathahalli,1950.0,3.0,115.0,3
1026,Marathahalli,1125.0,2.0,56.8,2
1027,Marathahalli,957.0,2.0,47.0,2
1029,Marathahalli,1125.0,2.0,54.8,2
1030,Marathahalli,950.0,2.0,46.7,2
1031,Marathahalli,1550.0,3.0,85.0,3
1032,Marathahalli,1019.0,2.0,49.86,2
1033,Marathahalli,1135.0,2.0,60.0,2
1034,Marathahalli,1102.0,2.0,53.67,2
1035,Marathahalli,1108.0,2.0,60.0,3
1036,Marathahalli,1026.0,2.0,50.18,2
1037,Marathahalli,1800.0,3.0,95.0,3
1038,Marathahalli,1650.0,3.0,85.0,3
1039,Marathahalli,1100.0,2.0,50.0,2
1040,Marathahalli,1196.0,2.0,57.95,2
1042,Margondanahalli,1200.0,2.0,58.5,2
1043,Margondanahalli,1625.0,3.0,80.0,3
1044,Margondanahalli,1100.0,2.0,55.0,2
1045,Margondanahalli,1334.0,2.0,67.76,2
1046,Munnekollal,1102.0,2.0,53.67,2
1047,Munnekollal,1390.0,3.0,68.0,3
1048,Munnekollal,950.0,2.0,46.5,2
1049,Munnekollal,1750.0,3.0,86.5,3
1050,Munnekollal,1200.0,2.0,57.9,3
1051,Munnekollal,1030.0,2.0,50.36,2
1052,Murugeshpalya,1855.0,3.0,96.0,3
1053,Mysore Road,1020.0,2.0,48.95,2
1054,Mysore Road,980.0,2.0,45.47,2
1055,Mysore Road,883.0,2.0,40.0,2
1056,Mysore Road,883.0,2.0,40.95,2
1057,Mysore Road,1070.0,2.0,49.65,2
1058,Mysore Road,883.0,2.0,45.0,2
1059,Mysore Road,940.0,2.0,43.61,2
1060,Mysore Road,1500.0,3.0,74.0,3
1061,Mysore Road,1020.0,2.0,48.95,2
1062,NGR Layout,1020.0,2.0,45.9,2
1063,NGR Layout,1105.0,2.0,49.73,2
1064,NGR Layout,1022.0,2.0,45.9,2
1065,NGR Layout,1019.0,2.0,45.9,2
1066,NGR Layout,1020.0,2.0,46.0,2
1067,NGR Layout,1021.0,2.0,46.0,2
1068,NGR Layout,1021.0,2.0,45.9,2
1069,Nagarbhavi,1055.0,2.0,55.0,2
1070,Nagarbhavi,1223.0,2.0,60.0,2
1071,Nagarbhavi,956.0,2.0,49.0,2
1072,Nagarbhavi,1515.0,2.0,79.0,3
1074,Nagarbhavi,1120.0,2.0,53.0,2
1075,Nagarbhavi,1635.0,3.0,85.0,3
1076,Nagarbhavi,1080.0,2.0,49.0,2
1077,Nagarbhavi,1225.0,2.0,58.0,2
1078,Nagasandra,2400.0,4.0,145.0,4
1079,Nagasandra,1650.0,3.0,95.0,3
1080,Nagavara,1247.0,2.0,58.56,2
1081,Narayanapura,1485.0,3.0,85.0,3
1082,Narayanapura,2357.0,3.0,135.0,3
1083,Narayanapura,2357.0,3.0,135.0,3
1084,Neeladri Nagar,1363.0,2.0,68.0,2
1085,Neeladri Nagar,2556.0,3.0,133.0,3
1086,Neeladri Nagar,527.0,1.0,26.0,1
1087,Neeladri Nagar,2111.0,3.0,103.0,3
1088,Nehru Nagar,1374.0,3.0,72.0,3
1089,Nehru Nagar,1269.0,2.0,63.0,3
1090,Nehru Nagar,1674.0,3.0,81.0,3
1091,OMBR Layout,1730.0,3.0,93.0,3
1092,Old Airport Road,2732.0,4.0,204.0,4
1093,Old Airport Road,3356.0,4.0,251.0,4
1094,Old Airport Road,2774.0,4.0,207.0,4
1095,Old Airport Road,2690.0,4.0,191.0,4
1096,Old Airport Road,2690.0,4.0,199.0,4
1097,Old Airport Road,2690.0,4.0,191.0,4
1098,Old Airport Road,2658.0,5.0,187.0,4
1099,Old Airport Road,2774.0,4.0,208.0,4
1100,Old Airport Road,2774.0,4.0,208.0,4
1101,Old Airport Road,2690.0,4.0,201.0,4
1102,Old Airport Road,2732.0,4.0,194.0,4
1103,Old Airport Road,2658.0,5.0,189.0,4
1104,Old Airport Road,2774.0,4.0,197.0,4
1105,Old Airport Road,3496.0,4.0,262.0,4
1106,Old Airport Road,2774.0,4.0,197.0,4
1107,Old Airport Road,2732.0,4.0,204.0,4
1108,Old Airport Road,2774.0,4.0,208.0,4
1109,Old Airport Road,3504.0,4.0,262.0,4
1110,Old Madras Road,935.0,2.0,45.0,2
1111,Old Madras Road,1720.0,3.0,100.0,3
1112,Old Madras Road,2760.0,5.0,157.0,3
1113,Old Madras Road,935.0,2.0,45.0,2
1114,Old Madras Road,2640.0,5.0,142.0,3
1115,Old Madras Road,1480.0,2.0,84.0,3
1116,Old Madras Road,1425.0,2.0,74.31,3
1117,Old Madras Road,2990.0,5.0,173.0,3
1118,Old Madras Road,2640.0,5.0,150.0,3
1119,Old Madras Road,2990.0,3.0,170.0,3
1120,Old Madras Road,1530.0,3.0,76.34,3
1121,Padmanabhanagar,1176.0,2.0,62.0,2
1122,Padmanabhanagar,1708.0,2.0,90.5,3
1123,Padmanabhanagar,1360.0,2.0,75.0,3
1124,Padmanabhanagar,1200.0,2.0,60.0,2
1125,Padmanabhanagar,1710.0,2.0,90.63,3
1126,Padmanabhanagar,1250.0,2.0,70.0,3
1127,Padmanabhanagar,1350.0,3.0,71.55,3
1128,Padmanabhanagar,1360.0,3.0,75.0,3
1129,Pai Layout,1100.0,2.0,50.0,2
1130,Pai Layout,1175.0,2.0,60.0,2
1131,Pai Layout,3800.0,6.0,175.0,6
1132,Pai Layout,1068.0,2.0,48.0,2
1133,Panathur,1695.0,3.0,90.0,3
1134,Panathur,1205.0,2.0,62.9,2
1135,Panathur,1235.0,2.0,65.0,2
1136,Pattandur Agrahara,1550.0,2.0,80.0,3
1137,Pattandur Agrahara,1247.0,2.0,59.8,2
1138,Pattandur Agrahara,900.0,2.0,42.0,2
1139,Pattandur Agrahara,1302.0,2.0,66.0,2
1140,Pattandur Agrahara,1550.0,2.0,80.0,3
1141,Pattandur Agrahara,1247.0,2.0,62.35,2
1142,Pattandur Agrahara,1350.0,2.0,68.0,2
1143,Poorna Pragna Layout,960.0,2.0,50.0,2
1144,R.T. Nagar,1560.0,3.0,85.0,3
1145,R.T. Nagar,1235.0,2.0,65.0,2
1146,R.T. Nagar,1200.0,2.0,60.0,2
1147,R.T. Nagar,1400.0,2.0,78.0,3
1148,R.T. Nagar,3600.0,8.0,165.0,9
1149,Rachenahalli,1050.0,2.0,52.07,2
1151,Rachenahalli,1050.0,2.0,55.5,2
1153,Rachenahalli,1050.0,2.0,53.5,2
1155,Rachenahalli,1220.0,2.0,59.5,2
1156,Rachenahalli,1050.0,2.0,52.5,2
1157,Rachenahalli,1050.0,2.0,52.1,2
1158,Rachenahalli,1050.0,2.0,53.5,2
1159,Rachenahalli,1113.0,2.0,55.0,2
1162,Rachenahalli,1050.0,2.0,52.5,2
1164,Rachenahalli,1050.0,2.0,55.5,2
1165,Rachenahalli,985.0,2.0,49.97,2
1166,Rachenahalli,1050.0,2.0,52.5,2
1167,Rachenahalli,1050.0,2.0,52.08,2
1168,Rachenahalli,1050.0,2.0,52.07,2
1170,Rachenahalli,1050.0,2.0,52.08,2
1171,Rachenahalli,985.0,2.0,49.97,2
1172,Rachenahalli,1050.0,2.0,52.5,2
1173,Rachenahalli,985.0,2.0,50.17,2
1174,Rachenahalli,985.0,2.0,50.17,2
1175,Rachenahalli,1050.0,2.0,52.71,2
1176,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
1177,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
1178,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
1179,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
1180,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
1182,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
1183,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
1184,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
1185,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
1186,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
1187,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
1188,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
1189,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
1190,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
1191,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
1192,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
1193,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
1194,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
1195,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
1196,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
1197,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
1199,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
1200,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
1201,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
1202,Rajiv Nagar,2340.0,4.0,148.0,4
1203,Rajiv Nagar,2340.0,5.0,160.0,4
1204,Ramagondanahalli,540.0,1.0,30.0,1
1205,Ramagondanahalli,2040.0,3.0,114.0,3
1206,Ramamurthy Nagar,1040.0,2.0,50.0,2
1207,Ramamurthy Nagar,700.0,2.0,33.0,2
1208,Ramamurthy Nagar,1334.0,2.0,67.0,2
1209,Ramamurthy Nagar,1200.0,2.0,57.9,2
1210,Ramamurthy Nagar,1050.0,2.0,51.66,2
1211,Ramamurthy Nagar,2316.0,3.0,125.0,3
1212,Rayasandra,1253.0,2.0,57.0,2
1213,Rayasandra,583.0,1.0,26.9,1
1214,Rayasandra,1198.0,2.0,54.0,2
1215,Rayasandra,470.0,1.0,21.0,1
1216,Sahakara Nagar,1100.0,2.0,56.0,2
1217,Sahakara Nagar,1150.0,2.0,54.0,2
1218,Sahakara Nagar,1048.0,2.0,50.0,2
1219,Sahakara Nagar,1160.0,2.0,55.0,2
1220,Sahakara Nagar,1100.0,2.0,55.0,2
1221,Sahakara Nagar,1100.0,2.0,55.0,2
1222,Sahakara Nagar,1200.0,2.0,60.0,2
1223,Sahakara Nagar,1032.0,2.0,45.0,2
1224,Sahakara Nagar,1200.0,2.0,54.0,2
1225,Sarjapur,1285.0,2.0,68.0,3
1226,Sarjapur,2885.0,3.0,185.0,4
